transaction_id,customer_id,transaction_date,product_id,category,subcategory,color,material,unit_price,discount,final_unit_price,quantity,total_amount
T0064212,CUST_04026,2025-09-11,P00352,Traditional Wear,Kurta,Terracotta,Corduroy,117.22,10.0,105.5,1,105.5
T0064213,CUST_04026,2025-09-21,P00361,Traditional Wear,Sherwani,White,French Terry,84.24,0.0,84.24,1,84.24
T0064214,CUST_04026,2025-10-31,P00373,Traditional Wear,Nehru Jacket,White,Corduroy,113.24,0.0,113.24,1,113.24
T0064215,CUST_04026,2025-11-14,P00354,Traditional Wear,Kurti,Terracotta,French Terry,111.0,0.0,111.0,2,222.0
T0064216,CUST_04026,2025-11-18,P00369,Traditional Wear,Dhoti,Olive Green,Poly-Spandex,98.7,15.0,83.89,1,83.89
T0064217,CUST_04026,2025-12-12,P00357,Traditional Wear,Salwar Suit,Olive Green,Linen,92.84,5.0,88.2,2,176.4
T0064218,CUST_04026,2025-12-14,P00273,Blazers & Suits,Two-Piece Suit,Olive Green,Corduroy,134.96,15.0,114.72,1,114.72
T0064219,CUST_04026,2026-01-06,P00269,Blazers & Suits,Suit Jacket,Burgundy,Poly-Spandex,139.56,0.0,139.56,1,139.56
T0064220,CUST_04026,2026-01-25,P00111,Pants & Jeans,Formal Trousers,Burgundy,Cashmere Blend,89.12,10.0,80.21,1,80.21
T0064221,CUST_04026,2026-01-26,P00054,T-Shirts,Graphic T-Shirt,Terracotta,French Terry,39.94,10.0,35.95,1,35.95
T0064222,CUST_04026,2026-02-27,P00123,Shorts,Denim Shorts,Burgundy,Linen,57.52,20.0,46.02,1,46.02
T0064223,CUST_04026,2026-03-18,P00091,Pants & Jeans,Straight Leg Jeans,Olive Green,Cashmere Blend,94.97,0.0,94.97,1,94.97
T0064224,CUST_04026,2026-03-25,P00276,Blazers & Suits,Two-Piece Suit,Charcoal,Linen,158.74,0.0,158.74,1,158.74
T0064225,CUST_04026,2026-03-26,P00266,Blazers & Suits,Tailored Blazer,Charcoal,Corduroy,185.87,0.0,185.87,1,185.87
T0064226,CUST_04026,2026-05-29,P00266,Blazers & Suits,Tailored Blazer,Charcoal,Corduroy,185.87,10.0,167.28,2,334.56
T0064227,CUST_04026,2026-06-05,P00054,T-Shirts,Graphic T-Shirt,Terracotta,French Terry,39.94,15.0,33.95,1,33.95
T0064228,CUST_04026,2026-06-15,P00138,Shorts,Bermuda Shorts,Terracotta,Cashmere Blend,69.67,15.0,59.22,2,118.44
T0064229,CUST_04026,2026-06-21,P00274,Blazers & Suits,Two-Piece Suit,Heather Grey,French Terry,255.4,0.0,255.4,1,255.4
T0064230,CUST_04026,2026-07-04,P00274,Blazers & Suits,Two-Piece Suit,Heather Grey,French Terry,255.4,15.0,217.09,2,434.18
T0064231,CUST_04026,2026-07-05,P00093,Pants & Jeans,Wide Leg Jeans,Olive Green,Corduroy,65.48,5.0,62.21,1,62.21
T0064232,CUST_04026,2026-07-23,P00269,Blazers & Suits,Suit Jacket,Burgundy,Poly-Spandex,139.56,0.0,139.56,1,139.56
T0064233,CUST_04026,2026-07-23,P00120,Pants & Jeans,Linen Trousers,Charcoal,French Terry,71.36,10.0,64.22,1,64.22
T0064234,CUST_04026,2026-07-28,P00275,Blazers & Suits,Two-Piece Suit,White,Poly-Spandex,226.8,0.0,226.8,1,226.8
T0064235,CUST_04027,2025-01-08,P00162,Dresses & Skirts,Pencil Skirt,Terracotta,Poly-Spandex,66.02,20.0,52.82,1,52.82
T0064236,CUST_04027,2025-01-23,P00167,Dresses & Skirts,Tennis Skirt,White,French Terry,114.77,15.0,97.55,1,97.55
T0064237,CUST_04027,2025-02-10,P00144,Dresses & Skirts,Mini Skirt,Charcoal,Cashmere Blend,94.85,25.0,71.14,1,71.14
T0064238,CUST_04027,2025-02-13,P00161,Dresses & Skirts,Pencil Skirt,Burgundy,French Terry,62.94,0.0,62.94,2,125.88
T0064239,CUST_04027,2025-05-27,P00175,Dresses & Skirts,Bodycon Dress,Olive Green,Poly-Spandex,55.74,0.0,55.74,1,55.74
T0064240,CUST_04027,2025-09-14,P00175,Dresses & Skirts,Bodycon Dress,Olive Green,Poly-Spandex,55.74,10.0,50.17,2,100.34
T0064241,CUST_04027,2025-11-04,P00170,Dresses & Skirts,Wrap Dress,Charcoal,Linen,82.69,10.0,74.42,2,148.84
T0064242,CUST_04027,2025-11-17,P00183,Dresses & Skirts,Party Dress,Burgundy,Linen,74.56,0.0,74.56,1,74.56
T0064243,CUST_04027,2026-01-11,P00151,Dresses & Skirts,Maxi Skirt,Olive Green,Cashmere Blend,81.21,10.0,73.09,1,73.09
T0064244,CUST_04027,2026-01-22,P00191,Sweaters & Knitwear,Crewneck Sweater,White,Cashmere Blend,157.23,10.0,141.51,2,283.02
T0064245,CUST_04027,2026-03-14,P00257,Jackets & Outerwear,Trench Coat,Burgundy,Linen,138.41,5.0,131.49,1,131.49
T0064246,CUST_04027,2026-04-19,P00142,Dresses & Skirts,Mini Skirt,Heather Grey,Poly-Spandex,64.89,15.0,55.16,2,110.32
T0064247,CUST_04027,2026-05-20,P00188,Dresses & Skirts,Slip Dress,Heather Grey,Poly-Spandex,56.06,0.0,56.06,3,168.18
T0064248,CUST_04027,2026-06-30,P00175,Dresses & Skirts,Bodycon Dress,Olive Green,Poly-Spandex,55.74,15.0,47.38,3,142.14
T0064249,CUST_04028,2025-03-12,P00319,Loungewear,Lounge Shorts,Olive Green,Corduroy,69.2,15.0,58.82,1,58.82
T0064250,CUST_04028,2025-07-08,P00314,Loungewear,Lounge Pants,Charcoal,French Terry,55.43,25.0,41.57,1,41.57
T0064251,CUST_04028,2025-08-24,P00078,Tops,Wrap Top,Terracotta,Cashmere Blend,59.84,20.0,47.87,1,47.87
T0064252,CUST_04028,2025-10-20,P00245,Jackets & Outerwear,Trucker Jacket,Burgundy,Cashmere Blend,230.2,20.0,184.16,1,184.16
T0064253,CUST_04028,2025-12-09,P00314,Loungewear,Lounge Pants,Charcoal,French Terry,55.43,20.0,44.34,3,133.02
T0064254,CUST_04028,2025-12-23,P00317,Loungewear,Lounge Shorts,Burgundy,Linen,52.95,5.0,50.3,1,50.3
T0064255,CUST_04028,2026-02-11,P00076,Tops,Camisole,Terracotta,Linen,64.56,0.0,64.56,1,64.56
T0064256,CUST_04028,2026-04-11,P00324,Loungewear,Lounge T-Shirt,Charcoal,Cashmere Blend,65.55,5.0,62.27,1,62.27
T0064257,CUST_04028,2026-08-02,P00322,Loungewear,Lounge T-Shirt,Heather Grey,Poly-Spandex,45.66,15.0,38.81,2,77.62
T0064258,CUST_04029,2025-02-04,P00126,Shorts,Cargo Shorts,Terracotta,Corduroy,59.69,0.0,59.69,1,59.69
T0064259,CUST_04029,2025-03-17,P00145,Dresses & Skirts,Midi Skirt,White,Cashmere Blend,69.73,15.0,59.27,2,118.54
T0064260,CUST_04029,2025-04-13,P00009,Shirts,Casual Shirt,Olive Green,Poly-Spandex,62.96,10.0,56.66,1,56.66
T0064261,CUST_04029,2025-04-20,P00134,Shorts,Running Shorts,Charcoal,French Terry,50.19,5.0,47.68,1,47.68
T0064262,CUST_04029,2025-07-22,P00134,Shorts,Running Shorts,Charcoal,French Terry,50.19,10.0,45.17,1,45.17
T0064263,CUST_04029,2025-09-30,P00128,Shorts,Cargo Shorts,Heather Grey,Poly-Spandex,39.37,10.0,35.43,1,35.43
T0064264,CUST_04029,2025-11-03,P00070,Tops,Tank Top,Heather Grey,Linen,49.8,0.0,49.8,1,49.8
T0064265,CUST_04029,2025-11-25,P00133,Shorts,Running Shorts,White,Corduroy,64.11,5.0,60.9,2,121.8
T0064266,CUST_04029,2026-02-09,P00076,Tops,Camisole,Terracotta,Linen,64.56,5.0,61.33,1,61.33
T0064267,CUST_04029,2026-03-06,P00128,Shorts,Cargo Shorts,Heather Grey,Poly-Spandex,39.37,0.0,39.37,1,39.37
T0064268,CUST_04029,2026-04-01,P00124,Shorts,Denim Shorts,Terracotta,Cashmere Blend,82.46,15.0,70.09,1,70.09
T0064269,CUST_04029,2026-04-20,P00135,Shorts,Running Shorts,Burgundy,Poly-Spandex,36.31,15.0,30.86,2,61.72
T0064270,CUST_04029,2026-04-28,P00132,Shorts,Chino Shorts,Charcoal,Corduroy,36.41,0.0,36.41,1,36.41
T0064271,CUST_04029,2026-05-14,P00140,Shorts,Bermuda Shorts,Heather Grey,French Terry,129.45,15.0,110.03,2,220.06
T0064272,CUST_04029,2026-06-02,P00122,Shorts,Denim Shorts,Charcoal,Poly-Spandex,59.89,0.0,59.89,2,119.78
T0064273,CUST_04029,2026-06-07,P00128,Shorts,Cargo Shorts,Heather Grey,Poly-Spandex,39.37,10.0,35.43,2,70.86
T0064274,CUST_04030,2025-02-03,P00319,Loungewear,Lounge Shorts,Olive Green,Corduroy,69.2,10.0,62.28,1,62.28
T0064275,CUST_04030,2025-03-25,P00312,Loungewear,Sweatpants,Charcoal,Corduroy,57.96,25.0,43.47,1,43.47
T0064276,CUST_04030,2025-07-23,P00328,Loungewear,Pajama Set,Terracotta,Poly-Spandex,47.93,5.0,45.53,2,91.06
T0064277,CUST_04030,2025-08-20,P00326,Loungewear,Pajama Set,Charcoal,Corduroy,64.53,0.0,64.53,2,129.06
T0064278,CUST_04030,2025-08-22,P00108,Pants & Jeans,Cargo Pants,Charcoal,Poly-Spandex,67.02,10.0,60.32,1,60.32
T0064279,CUST_04030,2025-08-28,P00353,Traditional Wear,Kurti,Burgundy,Corduroy,75.45,0.0,75.45,1,75.45
T0064280,CUST_04030,2025-09-27,P00360,Traditional Wear,Salwar Suit,Charcoal,French Terry,89.77,25.0,67.33,1,67.33
T0064281,CUST_04030,2025-10-16,P00354,Traditional Wear,Kurti,Terracotta,French Terry,111.0,25.0,83.25,2,166.5
T0064282,CUST_04030,2026-02-05,P00368,Traditional Wear,Lehenga,Heather Grey,Poly-Spandex,67.14,0.0,67.14,1,67.14
T0064283,CUST_04030,2026-07-25,P00373,Traditional Wear,Nehru Jacket,White,Corduroy,113.24,10.0,101.92,2,203.84
T0064284,CUST_04030,2026-07-26,P00370,Traditional Wear,Dhoti,Heather Grey,Linen,115.78,0.0,115.78,2,231.56
T0064285,CUST_04031,2025-01-25,P00029,Shirts,Overshirt,Burgundy,Poly-Spandex,71.21,20.0,56.97,2,113.94
T0064286,CUST_04031,2025-02-14,P00022,Shirts,Resort Shirt,Heather Grey,Poly-Spandex,55.31,0.0,55.31,1,55.31
T0064287,CUST_04031,2025-03-09,P00040,T-Shirts,V-Neck T-Shirt,Terracotta,French Terry,57.34,15.0,48.74,1,48.74
T0064288,CUST_04031,2025-03-10,P00134,Shorts,Running Shorts,Charcoal,French Terry,50.19,0.0,50.19,2,100.38
T0064289,CUST_04031,2025-03-20,P00302,Activewear,Performance T-Shirt,Charcoal,Poly-Spandex,39.39,10.0,35.45,3,106.35
T0064290,CUST_04031,2025-04-18,P00182,Dresses & Skirts,Party Dress,Charcoal,Poly-Spandex,94.39,20.0,75.51,3,226.53
T0064291,CUST_04031,2025-06-26,P00003,Shirts,Formal Shirt,Burgundy,Linen,83.15,0.0,83.15,1,83.15
T0064292,CUST_04031,2025-07-14,P00015,Shirts,Denim Shirt,Burgundy,Poly-Spandex,72.57,5.0,68.94,1,68.94
T0064293,CUST_04031,2025-07-24,P00023,Shirts,Resort Shirt,White,Linen,89.36,15.0,75.96,1,75.96
T0064294,CUST_04031,2025-08-12,P00027,Shirts,Mandarin Collar Shirt,Burgundy,French Terry,77.07,10.0,69.36,1,69.36
T0064295,CUST_04031,2025-10-01,P00267,Blazers & Suits,Tailored Blazer,Burgundy,French Terry,149.43,0.0,149.43,1,149.43
T0064296,CUST_04031,2025-10-07,P00024,Shirts,Resort Shirt,Charcoal,Cashmere Blend,62.16,0.0,62.16,1,62.16
T0064297,CUST_04031,2025-11-19,P00292,Activewear,Leggings,Terracotta,Corduroy,62.68,0.0,62.68,1,62.68
T0064298,CUST_04031,2026-05-31,P00005,Shirts,Oxford Shirt,Burgundy,Cashmere Blend,36.35,10.0,32.72,3,98.16
T0064299,CUST_04032,2025-01-23,P00108,Pants & Jeans,Cargo Pants,Charcoal,Poly-Spandex,67.02,5.0,63.67,1,63.67
T0064300,CUST_04032,2025-02-01,P00099,Pants & Jeans,Bootcut Jeans,Burgundy,Corduroy,86.31,0.0,86.31,1,86.31
T0064301,CUST_04032,2025-02-12,P00093,Pants & Jeans,Wide Leg Jeans,Olive Green,Corduroy,65.48,20.0,52.38,1,52.38
T0064302,CUST_04032,2025-02-23,P00093,Pants & Jeans,Wide Leg Jeans,Olive Green,Corduroy,65.48,25.0,49.11,3,147.33
T0064303,CUST_04032,2025-03-07,P00108,Pants & Jeans,Cargo Pants,Charcoal,Poly-Spandex,67.02,10.0,60.32,1,60.32
T0064304,CUST_04032,2025-03-09,P00104,Pants & Jeans,Chinos,Heather Grey,Cashmere Blend,97.55,25.0,73.16,1,73.16
T0064305,CUST_04032,2025-05-12,P00320,Loungewear,Lounge Shorts,Heather Grey,French Terry,35.12,20.0,28.1,1,28.1
T0064306,CUST_04032,2025-05-18,P00093,Pants & Jeans,Wide Leg Jeans,Olive Green,Corduroy,65.48,0.0,65.48,1,65.48
T0064307,CUST_04032,2025-06-09,P00095,Pants & Jeans,Wide Leg Jeans,White,Poly-Spandex,44.59,10.0,40.13,1,40.13
T0064308,CUST_04032,2025-09-01,P00207,Sweaters & Knitwear,Cable-Knit Sweater,Burgundy,French Terry,73.13,0.0,73.13,1,73.13
T0064309,CUST_04032,2025-09-03,P00117,Pants & Jeans,Linen Trousers,Olive Green,Linen,83.83,0.0,83.83,1,83.83
T0064310,CUST_04032,2025-09-15,P00089,Pants & Jeans,Straight Leg Jeans,Burgundy,Poly-Spandex,86.53,15.0,73.55,1,73.55
T0064311,CUST_04032,2025-09-16,P00099,Pants & Jeans,Bootcut Jeans,Burgundy,Corduroy,86.31,0.0,86.31,1,86.31
T0064312,CUST_04032,2025-09-26,P00110,Pants & Jeans,Formal Trousers,Charcoal,Linen,42.45,0.0,42.45,1,42.45
T0064313,CUST_04032,2025-10-11,P00114,Pants & Jeans,Jogger Pants,Terracotta,French Terry,50.05,15.0,42.54,1,42.54
T0064314,CUST_04032,2025-10-19,P00107,Pants & Jeans,Cargo Pants,White,French Terry,58.08,15.0,49.37,1,49.37
T0064315,CUST_04032,2025-11-11,P00102,Pants & Jeans,Chinos,Terracotta,Poly-Spandex,108.08,10.0,97.27,1,97.27
T0064316,CUST_04032,2025-12-01,P00116,Pants & Jeans,Jogger Pants,Heather Grey,Linen,62.05,0.0,62.05,3,186.15
T0064317,CUST_04032,2026-02-07,P00275,Blazers & Suits,Two-Piece Suit,White,Poly-Spandex,226.8,5.0,215.46,1,215.46
T0064318,CUST_04032,2026-04-02,P00091,Pants & Jeans,Straight Leg Jeans,Olive Green,Cashmere Blend,94.97,0.0,94.97,1,94.97
T0064319,CUST_04032,2026-04-07,P00099,Pants & Jeans,Bootcut Jeans,Burgundy,Corduroy,86.31,10.0,77.68,2,155.36
T0064320,CUST_04032,2026-04-09,P00047,T-Shirts,Henley T-Shirt,White,French Terry,59.91,25.0,44.93,1,44.93
T0064321,CUST_04032,2026-04-25,P00135,Shorts,Running Shorts,Burgundy,Poly-Spandex,36.31,5.0,34.49,2,68.98
T0064322,CUST_04032,2026-06-03,P00108,Pants & Jeans,Cargo Pants,Charcoal,Poly-Spandex,67.02,10.0,60.32,1,60.32
T0064323,CUST_04032,2026-07-01,P00128,Shorts,Cargo Shorts,Heather Grey,Poly-Spandex,39.37,10.0,35.43,1,35.43
T0064324,CUST_04032,2026-08-05,P00089,Pants & Jeans,Straight Leg Jeans,Burgundy,Poly-Spandex,86.53,15.0,73.55,1,73.55
T0064325,CUST_04032,2026-08-11,P00109,Pants & Jeans,Formal Trousers,White,Poly-Spandex,99.68,10.0,89.71,2,179.42
T0064326,CUST_04033,2025-02-03,P00223,Hoodies & Sweatshirts,Cropped Hoodie,Olive Green,Linen,92.99,20.0,74.39,1,74.39
T0064327,CUST_04033,2025-03-07,P00214,Hoodies & Sweatshirts,Zip-Up Hoodie,Heather Grey,French Terry,77.0,15.0,65.45,1,65.45
T0064328,CUST_04033,2025-04-07,P00221,Hoodies & Sweatshirts,Cropped Hoodie,Burgundy,French Terry,77.99,5.0,74.09,1,74.09
T0064329,CUST_04033,2025-06-30,P00274,Blazers & Suits,Two-Piece Suit,Heather Grey,French Terry,255.4,5.0,242.63,1,242.63
T0064330,CUST_04033,2025-07-23,P00227,Hoodies & Sweatshirts,Fleece Sweatshirt,White,French Terry,179.33,0.0,179.33,1,179.33
T0064331,CUST_04033,2025-08-16,P00209,Hoodies & Sweatshirts,Pullover Hoodie,Burgundy,Poly-Spandex,62.7,0.0,62.7,1,62.7
T0064332,CUST_04033,2025-09-11,P00220,Hoodies & Sweatshirts,Crewneck Sweatshirt,Terracotta,French Terry,72.16,15.0,61.34,2,122.68
T0064333,CUST_04033,2025-10-19,P00187,Dresses & Skirts,Slip Dress,Olive Green,French Terry,88.45,0.0,88.45,1,88.45
T0064334,CUST_04033,2025-11-16,P00227,Hoodies & Sweatshirts,Fleece Sweatshirt,White,French Terry,179.33,10.0,161.4,2,322.8
T0064335,CUST_04033,2025-11-17,P00225,Hoodies & Sweatshirts,Fleece Sweatshirt,Olive Green,Cashmere Blend,85.12,25.0,63.84,1,63.84
T0064336,CUST_04033,2025-12-04,P00209,Hoodies & Sweatshirts,Pullover Hoodie,Burgundy,Poly-Spandex,62.7,15.0,53.3,1,53.3
T0064337,CUST_04033,2025-12-12,P00226,Hoodies & Sweatshirts,Fleece Sweatshirt,Heather Grey,Corduroy,88.14,0.0,88.14,1,88.14
T0064338,CUST_04033,2026-01-01,P00218,Hoodies & Sweatshirts,Crewneck Sweatshirt,Charcoal,Cashmere Blend,129.91,15.0,110.42,2,220.84
T0064339,CUST_04033,2026-03-19,P00007,Shirts,Oxford Shirt,Olive Green,French Terry,66.26,10.0,59.63,3,178.89
T0064340,CUST_04033,2026-04-01,P00219,Hoodies & Sweatshirts,Crewneck Sweatshirt,Burgundy,Corduroy,82.22,15.0,69.89,1,69.89
T0064341,CUST_04033,2026-04-04,P00139,Shorts,Bermuda Shorts,Olive Green,Corduroy,96.3,5.0,91.48,1,91.48
T0064342,CUST_04033,2026-06-05,P00183,Dresses & Skirts,Party Dress,Burgundy,Linen,74.56,0.0,74.56,1,74.56
T0064343,CUST_04033,2026-08-06,P00265,Blazers & Suits,Tailored Blazer,White,Cashmere Blend,158.93,5.0,150.98,1,150.98
T0064344,CUST_04034,2025-02-15,P00227,Hoodies & Sweatshirts,Fleece Sweatshirt,White,French Terry,179.33,0.0,179.33,1,179.33
T0064345,CUST_04034,2025-07-04,P00218,Hoodies & Sweatshirts,Crewneck Sweatshirt,Charcoal,Cashmere Blend,129.91,15.0,110.42,1,110.42
T0064346,CUST_04034,2025-07-17,P00212,Hoodies & Sweatshirts,Pullover Hoodie,Heather Grey,Corduroy,58.15,10.0,52.34,1,52.34
T0064347,CUST_04034,2025-09-12,P00066,Tops,Crop Top,Terracotta,Corduroy,68.95,20.0,55.16,2,110.32
T0064348,CUST_04034,2025-10-23,P00221,Hoodies & Sweatshirts,Cropped Hoodie,Burgundy,French Terry,77.99,0.0,77.99,2,155.98
T0064349,CUST_04034,2025-11-11,P00216,Hoodies & Sweatshirts,Zip-Up Hoodie,Charcoal,Linen,120.43,15.0,102.37,1,102.37
T0064350,CUST_04034,2025-12-29,P00221,Hoodies & Sweatshirts,Cropped Hoodie,Burgundy,French Terry,77.99,25.0,58.49,3,175.47
T0064351,CUST_04034,2026-04-11,P00228,Hoodies & Sweatshirts,Fleece Sweatshirt,Charcoal,Poly-Spandex,155.63,10.0,140.07,1,140.07
T0064352,CUST_04034,2026-06-02,P00220,Hoodies & Sweatshirts,Crewneck Sweatshirt,Terracotta,French Terry,72.16,10.0,64.94,1,64.94
T0064353,CUST_04034,2026-08-09,P00221,Hoodies & Sweatshirts,Cropped Hoodie,Burgundy,French Terry,77.99,10.0,70.19,2,140.38
T0064354,CUST_04035,2025-02-04,P00316,Loungewear,Lounge Pants,Terracotta,Linen,47.27,0.0,47.27,1,47.27
T0064355,CUST_04035,2025-03-18,P00321,Loungewear,Lounge T-Shirt,Olive Green,French Terry,64.33,5.0,61.11,1,61.11
T0064356,CUST_04035,2025-06-27,P00328,Loungewear,Pajama Set,Terracotta,Poly-Spandex,47.93,0.0,47.93,3,143.79
T0064357,CUST_04035,2025-07-10,P00327,Loungewear,Pajama Set,Burgundy,French Terry,31.31,0.0,31.31,1,31.31
T0064358,CUST_04035,2025-08-02,P00326,Loungewear,Pajama Set,Charcoal,Corduroy,64.53,0.0,64.53,2,129.06
T0064359,CUST_04035,2025-08-06,P00307,Activewear,Athletic Hoodie,Olive Green,French Terry,56.08,0.0,56.08,1,56.08
T0064360,CUST_04035,2025-08-13,P00313,Loungewear,Lounge Pants,White,Corduroy,83.8,20.0,67.04,1,67.04
T0064361,CUST_04035,2025-09-07,P00324,Loungewear,Lounge T-Shirt,Charcoal,Cashmere Blend,65.55,0.0,65.55,1,65.55
T0064362,CUST_04035,2025-10-10,P00323,Loungewear,Lounge T-Shirt,White,Linen,68.71,10.0,61.84,1,61.84
T0064363,CUST_04035,2025-10-27,P00327,Loungewear,Pajama Set,Burgundy,French Terry,31.31,0.0,31.31,1,31.31
T0064364,CUST_04035,2026-01-08,P00327,Loungewear,Pajama Set,Burgundy,French Terry,31.31,15.0,26.61,3,79.83
T0064365,CUST_04035,2026-03-14,P00260,Jackets & Outerwear,Trench Coat,Heather Grey,French Terry,81.77,10.0,73.59,1,73.59
T0064366,CUST_04035,2026-05-01,P00106,Pants & Jeans,Cargo Pants,Heather Grey,Corduroy,67.37,5.0,64.0,2,128.0
T0064367,CUST_04035,2026-05-10,P00314,Loungewear,Lounge Pants,Charcoal,French Terry,55.43,25.0,41.57,1,41.57
T0064368,CUST_04035,2026-06-21,P00317,Loungewear,Lounge Shorts,Burgundy,Linen,52.95,15.0,45.01,1,45.01
T0064369,CUST_04035,2026-07-13,P00283,Activewear,Running Top,Olive Green,Linen,79.53,0.0,79.53,1,79.53
T0064370,CUST_04036,2025-01-27,P00286,Activewear,Running Shorts,Heather Grey,Corduroy,51.31,5.0,48.74,1,48.74
T0064371,CUST_04036,2025-02-04,P00281,Activewear,Running Top,Burgundy,French Terry,72.36,10.0,65.12,2,130.24
T0064372,CUST_04036,2025-05-22,P00300,Activewear,Track Pants,Charcoal,French Terry,68.72,25.0,51.54,1,51.54
T0064373,CUST_04036,2025-10-08,P00003,Shirts,Formal Shirt,Burgundy,Linen,83.15,5.0,78.99,1,78.99
T0064374,CUST_04036,2025-10-24,P00299,Activewear,Track Pants,White,Corduroy,36.09,10.0,32.48,1,32.48
T0064375,CUST_04036,2025-10-28,P00308,Activewear,Athletic Hoodie,Heather Grey,Poly-Spandex,87.97,5.0,83.57,1,83.57
T0064376,CUST_04036,2025-12-12,P00207,Sweaters & Knitwear,Cable-Knit Sweater,Burgundy,French Terry,73.13,5.0,69.47,1,69.47
T0064377,CUST_04036,2026-04-17,P00307,Activewear,Athletic Hoodie,Olive Green,French Terry,56.08,0.0,56.08,1,56.08
T0064378,CUST_04036,2026-04-24,P00287,Activewear,Running Shorts,White,French Terry,65.75,0.0,65.75,1,65.75
T0064379,CUST_04036,2026-04-27,P00307,Activewear,Athletic Hoodie,Olive Green,French Terry,56.08,5.0,53.28,1,53.28
T0064380,CUST_04036,2026-07-06,P00298,Activewear,Track Pants,Heather Grey,Cashmere Blend,52.84,0.0,52.84,1,52.84
T0064381,CUST_04036,2026-08-01,P00308,Activewear,Athletic Hoodie,Heather Grey,Poly-Spandex,87.97,5.0,83.57,1,83.57
T0064382,CUST_04037,2025-01-16,P00127,Shorts,Cargo Shorts,Olive Green,French Terry,88.18,0.0,88.18,3,264.54
T0064383,CUST_04037,2025-03-12,P00122,Shorts,Denim Shorts,Charcoal,Poly-Spandex,59.89,15.0,50.91,1,50.91
T0064384,CUST_04037,2025-03-28,P00206,Sweaters & Knitwear,Cable-Knit Sweater,Charcoal,Corduroy,86.57,15.0,73.58,1,73.58
T0064385,CUST_04037,2025-06-15,P00138,Shorts,Bermuda Shorts,Terracotta,Cashmere Blend,69.67,0.0,69.67,3,209.01
T0064386,CUST_04037,2025-06-22,P00137,Shorts,Bermuda Shorts,Burgundy,Linen,61.4,10.0,55.26,1,55.26
T0064387,CUST_04037,2025-07-17,P00126,Shorts,Cargo Shorts,Terracotta,Corduroy,59.69,0.0,59.69,1,59.69
T0064388,CUST_04037,2025-08-08,P00138,Shorts,Bermuda Shorts,Terracotta,Cashmere Blend,69.67,25.0,52.25,1,52.25
T0064389,CUST_04037,2025-11-10,P00270,Blazers & Suits,Suit Jacket,Terracotta,Linen,134.89,10.0,121.4,1,121.4
T0064390,CUST_04037,2026-02-01,P00132,Shorts,Chino Shorts,Charcoal,Corduroy,36.41,20.0,29.13,1,29.13
T0064391,CUST_04037,2026-04-11,P00128,Shorts,Cargo Shorts,Heather Grey,Poly-Spandex,39.37,0.0,39.37,1,39.37
T0064392,CUST_04037,2026-05-20,P00039,T-Shirts,V-Neck T-Shirt,Burgundy,Corduroy,34.01,10.0,30.61,1,30.61
T0064393,CUST_04037,2026-08-05,P00125,Shorts,Cargo Shorts,Burgundy,Cashmere Blend,68.9,0.0,68.9,1,68.9
T0064394,CUST_04038,2025-01-19,P00027,Shirts,Mandarin Collar Shirt,Burgundy,French Terry,77.07,5.0,73.22,2,146.44
T0064395,CUST_04038,2025-01-20,P00032,Shirts,Overshirt,Heather Grey,Corduroy,55.46,0.0,55.46,1,55.46
T0064396,CUST_04038,2025-03-02,P00003,Shirts,Formal Shirt,Burgundy,Linen,83.15,0.0,83.15,1,83.15
T0064397,CUST_04038,2025-03-16,P00001,Shirts,Formal Shirt,White,French Terry,69.82,0.0,69.82,1,69.82
T0064398,CUST_04038,2025-03-20,P00270,Blazers & Suits,Suit Jacket,Terracotta,Linen,134.89,15.0,114.66,1,114.66
T0064399,CUST_04038,2025-04-04,P00030,Shirts,Overshirt,Terracotta,Linen,73.81,10.0,66.43,1,66.43
T0064400,CUST_04038,2025-05-03,P00115,Pants & Jeans,Jogger Pants,Olive Green,Poly-Spandex,75.64,20.0,60.51,1,60.51
T0064401,CUST_04038,2025-09-05,P00140,Shorts,Bermuda Shorts,Heather Grey,French Terry,129.45,0.0,129.45,1,129.45
T0064402,CUST_04038,2025-09-22,P00018,Shirts,Flannel Shirt,Terracotta,Cashmere Blend,49.94,0.0,49.94,1,49.94
T0064403,CUST_04038,2025-11-25,P00019,Shirts,Flannel Shirt,Olive Green,Corduroy,81.96,5.0,77.86,1,77.86
T0064404,CUST_04038,2025-12-06,P00024,Shirts,Resort Shirt,Charcoal,Cashmere Blend,62.16,0.0,62.16,2,124.32
T0064405,CUST_04038,2026-03-08,P00189,Sweaters & Knitwear,Crewneck Sweater,Olive Green,Poly-Spandex,58.58,20.0,46.86,2,93.72
T0064406,CUST_04038,2026-03-17,P00026,Shirts,Mandarin Collar Shirt,Charcoal,Corduroy,57.55,25.0,43.16,1,43.16
T0064407,CUST_04038,2026-04-05,P00011,Shirts,Casual Shirt,White,Cashmere Blend,87.21,0.0,87.21,1,87.21
T0064408,CUST_04038,2026-04-30,P00023,Shirts,Resort Shirt,White,Linen,89.36,10.0,80.42,1,80.42
T0064409,CUST_04038,2026-05-06,P00018,Shirts,Flannel Shirt,Terracotta,Cashmere Blend,49.94,10.0,44.95,1,44.95
T0064410,CUST_04038,2026-06-07,P00022,Shirts,Resort Shirt,Heather Grey,Poly-Spandex,55.31,10.0,49.78,2,99.56
